name,csv_height,csv_weight,csv_reach,csv_stance,csv_dob,wiki_matched,wiki_url,match_reason,wiki_name,wiki_birth_name,wiki_birth_date,wiki_birth_place,wiki_nationality,wiki_height,wiki_weight,wiki_weight_class,wiki_reach_in,wiki_stance,wiki_style,wiki_team,wiki_trainer,wiki_rank,wiki_years_active,wiki_fighting_out_of,wiki_mma_kowin,wiki_mma_subwin,wiki_mma_decwin,wiki_mma_koloss,wiki_mma_subloss,wiki_mma_decloss,wiki_mma_draw,wiki_mma_nc,wiki_sherdog,wiki_title,wiki_height_imperial,wiki_height_cm,wiki_weight_lb,wiki_weight_kg,wiki_reach_cm,wiki_other_names,wiki_reach,wiki_mma_dqwin,wiki_mma_dqloss,wiki_residence,wiki_height_ft,wiki_height_in,height_final,weight_final,reach_final,stance_final,dob_final
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",True,https://en.wikipedia.org/wiki/T.J._Brown,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",T. J. Brown,,,"Pine Bluff, Arkansas, U.S.",,,,Featherweight,72.0,Switch,,Westside Fight Team Glory MMA (2021–present),,Black belt in Brazilian jiu-jitsu under Roli Delgado,2013–present,"Little Rock, Arkansas",5,12,4,3,5,4,,,172347,T.J. Brown,,,,,182.9,,72 in,,,,,,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990"
Humberto Brown Morrison,"5' 10""",145 lbs.,--,,"Nov 03, 1984",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",145 lbs.,--,,"Nov 03, 1984"
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",True,https://en.wikipedia.org/wiki/Travis_Browne,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Travis Browne,Travis Kuualiialoha Browne,,"Honolulu, Hawaii, U.S.",,,,Heavyweight,79.0,,,Alliance MMAGlendale Fight Club (May 2013–present),,Black belt in Brazilian Jiu-Jitsu,2009–2017(MMA),"Albuquerque, New Mexico, U.S.",14,2,2,4,1,2,1,,16785,Travis Browne,,,,,200.7,Hapa,79 in,,,,,,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982"
Junie Browning,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984"
Jules Bruchez,"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977"
Justin Bruckmann,"5' 9""",170 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",170 lbs.,--,Orthodox,--
Cody Brundage,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",True,https://en.wikipedia.org/wiki/Cody_Brundage,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Cody Brundage,Cody Sterling Brundagehttps://www.tapology.com/fightcenter/fighters/169818-cody-brundage,,"Chapin, South Carolina, U.S.",,,,Light HeavyweightMiddleweight,72.0,Orthodox,,Factory X,,Brown belt in Brazilian Jiu-Jitsu,2019–present,"Englewood, Colorado, U.S.",6,3,1,3,2,4,1,1,281913,Cody Brundage,,,,,182.9,,72 in,1,,,,,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994"
Steve Bruno,"5' 10""",170 lbs.,--,Orthodox,"Nov 03, 1981",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,--,Orthodox,"Nov 03, 1981"
Fernando Bruno,"5' 6""",145 lbs.,--,,"Feb 24, 1982",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",145 lbs.,--,,"Feb 24, 1982"
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",True,https://en.wikipedia.org/wiki/Derek_Brunson,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Derek Brunson,Derek T. Brunson,,"Wilmington, North Carolina, U.S.",,6 ft 1 in,,Middleweight,77.0,Southpaw,"Wrestling, BJJ",Port City Sports Performance (until 2019) Kill Cliff FC (2019–present)Renzo Gracie AcademyJackson's MMA (formerly),,Black belt in Brazilian Jiu-Jitsu under Renzo Gracie,2010–present,"Wilmington, North Carolina, U.S.",12,4,8,7,,2,,,68494,Derek Brunson,"6'1""",185.4,,,195.6,The One,77 in,,,,,,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984"
Josh Bryant,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980"
Dennis Bryant,"6' 0""",205 lbs.,--,Orthodox,"Oct 18, 1985",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",205 lbs.,--,Orthodox,"Oct 18, 1985"
Robert Bryczek,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990"
Lukasz Brzeski,"6' 3""",236 lbs.,"78""",Orthodox,"May 17, 1992",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",236 lbs.,"78""",Orthodox,"May 17, 1992"
Marcus Buchecha,"6' 2""",255 lbs.,"77""",Orthodox,"Jan 08, 1990",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",255 lbs.,"77""",Orthodox,"Jan 08, 1990"
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983"
Zak Bucia,"5' 10""",170 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,--,,--
Courtney Buck,"5' 10""",135 lbs.,--,Orthodox,"Mar 19, 1982",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",135 lbs.,--,Orthodox,"Mar 19, 1982"
Joaquin Buckley,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",True,https://en.wikipedia.org/wiki/Joaquin_Buckley,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Joaquin Buckley,Joaquin Yuconri Buckley,,"St. Louis, Missouri, U.S.",,,170 lbs,"Welterweight (2014–2018, 2023–present)Middleweight (2019–2022)",76.0,,,Finney's MMA (2012–present) Murcielago MMA (2020–present),,,2014–present,"St. Louis, Missouri, U.S.",15,,6,4,,3,,,175481,Joaquin Buckley,,,170.0,77.1,193.0,New Mansa,76 in,,,,,,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994"
Martin Buday,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991",True,https://en.wikipedia.org/wiki/Martin_Buday,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Martin Buday,,,"Nitra, Czechoslovakia",,,,Heavyweight,77.0,,,Spartakus Fight Gym,,,2017–present,"Trnava, Slovakia",7,2,7,2,,1,,,164475,Martin Buday,,,,,195.6,Badys,77 in,,,,,,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991"
Julia Budd,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983"
Dylan Budka,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000"
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974"
Francisco Bueno,"5' 9""",225 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",225 lbs.,--,Orthodox,--
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991",True,https://en.wikipedia.org/wiki/Mayra_Bueno_Silva,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Mayra Bueno Silva,,,"Uberlândia, Minas Gerais, Brazil",,5 ft 7 in,,"Flyweight (2016, 2018–2021, 2025) Bantamweight (2015, 2016–2018, 2022–present)",2.0,,,Chute Boxe Diego Lima (2016–2021) American Top Team (2022–present),,Brown belt in Brazilian Jiu-Jitsu,2016–present,"São Paulo, Brazil",1,7,2,1,,6,1,1,223917,Mayra Bueno Silva,"5'7""",170.2,,,5.1,Sheetara,66+1/2 in,,,,,,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991"
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974"
Marek Bujlo,--,265 lbs.,--,,"Oct 10, 1993",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,265 lbs.,--,,"Oct 10, 1993"
Modestas Bukauskas,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994",True,https://en.wikipedia.org/wiki/Modestas_Bukauskas,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Modestas Bukauskas,,,"Klaipėda, Lithuania",Lithuanian • British,,,Light HeavyweightMiddleweight,78.0,,,Gintas Combat,,,2015–present,"Denham, Buckinghamshire, England",11,3,5,4,1,1,,,152163,Modestas Bukauskas,,,,,198.1,The Baltic Gladiator,78 in,,,,,,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994"
Lee Kwan Bum,"6' 2""",286 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",286 lbs.,--,Orthodox,--
Josh Bumgarner,"6' 1""",170 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",170 lbs.,--,,--
Shawn Bunch,"5' 5""",135 lbs.,--,,"Mar 19, 1983",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 5""",135 lbs.,--,,"Mar 19, 1983"
Felipe Bunes,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989"
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",True,https://en.wikipedia.org/wiki/Shane_Burgos,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Shane Burgos,,"The Bronx, New York, U.S.",,,,,Lightweight Featherweight,,Orthodox,,Tiger Schulmann,,Black belt in Tiger Schulmann's MMA,2013–present,"Monroe, New York, United States",5,5,6,2,,3,,,76052,Shane Burgos,,,,,,Hurricane,,,,,,,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991"
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",True,https://en.wikipedia.org/wiki/Josh_Burkman,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Josh Burkman,,,"Salt Lake City, Utah, United States",,,,MiddleweightWelterweightLightweight,72.0,Orthodox,Wrestling,The Pit Elevated Fight Team,,,2003–2019,"Salt Lake City, Utah, United States",7,10,11,2,9,7,,1,10003,Josh Burkman,,,,,182.9,The People's Warrior,72 in,,,,,,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980"
Justin Burlinson,"6' 1""",170 lbs.,"74""",Switch,"May 19, 1997",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",170 lbs.,"74""",Switch,"May 19, 1997"
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",True,https://en.wikipedia.org/wiki/Mads_Burnell,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Mads Burnell,Mads Zerahn Burnell,,"Husum, Denmark",,,,Featherweight,,,Brazilian jiu-jitsu,Arte Suave Copenhagen Xtreme Couture,Nikolai Koubti,1st degree black belt in Brazilian Jiu-Jitsu,2013–present,"Copenhagen, Denmark",1,9,10,3,3,2,,,84910,Mads Burnell,,,,,,,,,,,,,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994"
Mikey Burnett,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974"
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980"
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",True,https://en.wikipedia.org/wiki/Gilbert_Burns,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Gilbert Burns,Gilbert Alexander Pontes Burns,,"Niterói, Rio de Janeiro, Brazil",,5 ft 10 in,,"Lightweight (2012–2019)Welterweight (2014, 2019–2026)",71.0,Orthodox,Brazilian jiu-jitsu,Xtreme Couture (2011–2012) Blackzilians (2012–2016) Kill Cliff FC (2017–present),Henri Hooft (striking)Neil Melanson (Catch wrestling),3rd degree black belt in Brazilian Jiu-Jitsu,2012–2026,"Boca Raton, Florida, U.S.",6,9,7,5,,5,,,91727,Gilbert Burns,"5'10""",177.8,,,180.3,Durinho,71 in,,,,,,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986"
Josh Burns,"6' 1""",244 lbs.,--,,"May 15, 1978",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",244 lbs.,--,,"May 15, 1978"
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",True,https://en.wikipedia.org/wiki/Herbert_Burns,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Herbert Burns,Herbert Mitchell Pontes Burns,,"Niterói, Rio de Janeiro, Brazil",,,,Featherweight,,,Brazilian Jiu-jitsuSubmission wrestling,Evolve MMA (2013–2015) Kill Cliff FC (2017–present) The Way Martial Arts (2022–present),Henri Hooft (striking)Neil Melanson (Catch wrestling),"3rd degree black belt in Brazilian Jiu-Jitsu under Rafael ""Fofitio"" Barros and Gilbert Burns",2012–present,,1,8,2,4,,2,,,152211,Herbert Burns,,,,,,The Blaze,,,,,,,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988"
Derrick Burnsed,--,155 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,155 lbs.,--,,--
Nah-Shon Burrell,"5' 11""",170 lbs.,--,Orthodox,"Feb 05, 1990",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",170 lbs.,--,Orthodox,"Feb 05, 1990"
Martin Buschkamp,"5' 9""",145 lbs.,--,Orthodox,"Jan 06, 1991",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",145 lbs.,--,Orthodox,"Jan 06, 1991"
George Bush,"6' 1""",205 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",205 lbs.,--,,--
Bubba Bush,"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985"
Dakota Bush,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 09, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 09, 1994"
Murilo Bustamante,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",True,https://en.wikipedia.org/wiki/Murilo_Bustamante,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Murilo Bustamante,,,"Arpoador, Rio de Janeiro, Brazil",,,,WelterweightMiddleweightLight Heavyweight,,,Brazilian Jiu-Jitsu,Brazilian Top Team,,7th deg. BJJ coral belt(under Carlson Gracie),1991–2012 (MMA),,7,4,4,2,,6,1,,253,Murilo Bustamante,,,,,,,,,,,,,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966"
Nick Bustamante,"5' 9""",170 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",170 lbs.,--,,--
Eduardo Bustillos,"5' 8""",135 lbs.,--,,"Jun 02, 1987",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",135 lbs.,--,,"Jun 02, 1987"
Jason Butcher,"6' 3""",185 lbs.,--,,"Oct 23, 1984",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",185 lbs.,--,,"Oct 23, 1984"
Todd Butler,"6' 1""",200 lbs.,--,Southpaw,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",200 lbs.,--,Southpaw,--
Goldman Butler,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Ian Butler,"5' 8""",155 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",155 lbs.,--,,--
Raphael Butler,"6' 3""",261 lbs.,--,,"Jan 04, 1984",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",261 lbs.,--,,"Jan 04, 1984"
Jesse Butler,"5' 10""",135 lbs.,"73""",Orthodox,"May 24, 1992",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",135 lbs.,"73""",Orthodox,"May 24, 1992"
JP Buys,"5' 5""",135 lbs.,"67""",Orthodox,"Apr 30, 1996",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 5""",135 lbs.,"67""",Orthodox,"Apr 30, 1996"
Dennis Buzukja,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997"
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",True,https://en.wikipedia.org/wiki/Charles_Byrd_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Charles Byrd,Charles Dewayne Byrd Jr.,,"Pine Bluff, Arkansas, United States",,,,MiddleweightWelterweight,73.0,,,Fortis MMA,,,2009–2020,"Plano, Texas, United States",3,5,2,3,2,1,,,51234,Charles Byrd (fighter),,,,,185.4,Kid Dynamite,73 in,,,,,,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983"
Steve Byrnes,"6' 0""",170 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,--,Orthodox,--
Michael Byrnes,"5' 11""",155 lbs.,--,,"Jul 17, 1990",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",155 lbs.,--,,"Jul 17, 1990"
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",True,https://en.wikipedia.org/wiki/Yan_Cabral,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Yan Cabral,Yan Cabral,,"Rio de Janeiro, Brazil",,,,Lightweight (155 lb),,,Brazilian Jiu-Jitsu,Nova União,,5th degree black belt in BJJ,2007–present (MMA),"Barcelona, Spain",1,13,1,1,,2,,,27090,Yan Cabral,,,,,,,,,,,5,11,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983"
Juan Cabrera,--,185 lbs.,--,,"Feb 19, 2004",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,185 lbs.,--,,"Feb 19, 2004"
Alvin Cacdac,"5' 6""",125 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",125 lbs.,--,Orthodox,--
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",True,https://en.wikipedia.org/wiki/Alex_Caceres,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Alex Caceres,Alex Caceres,,"Miami, Florida, U.S.",,5 ft 9 in,,Bantamweight Featherweight Lightweight,,Southpaw,,Freedom Fighters MMA (2019–present) MMA Lab (2013–2019),,,2008–present,"Miami, Florida, U.S.",4,7,10,1,7,7,,1,41586,Alex Caceres,"5'9""",175.3,,,,Bruce Leeroy,,,,,,,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988"
Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989"
Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",True,https://en.wikipedia.org/wiki/Priscila_Cachoeira,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Priscila Cachoeira,Priscila Cachoeira Gomes da Silva,,"Rio de Janeiro, Brazil",,,,Flyweight,65.0,,,Paranà Vale Tudo (until 2020) Team Figueiredo (2021–present),,Purple belt in Brazilian Jiu-Jitsu,2016–present,"Rio de Janeiro, Brazil",8,,5,1,4,3,,,227399,Priscila Cachoeira,,,,,165.1,Zombie Girl,65 in,,,,,,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988"
Travis Calanoc,"5' 8""",145 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",145 lbs.,--,Orthodox,--
Ricky Calatayud,"5' 9""",125 lbs.,--,,"Oct 10, 1982",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",125 lbs.,--,,"Oct 10, 1982"
Lucas Caldas,--,155 lbs.,--,Orthodox,"May 22, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,155 lbs.,--,Orthodox,"May 22, 1996"
Carlos Calderon,"5' 11""",145 lbs.,"71""",Southpaw,"Feb 10, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",145 lbs.,"71""",Southpaw,"Feb 10, 1996"
Darrion Caldwell,"5' 10""",135 lbs.,--,,"Dec 19, 1987",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",135 lbs.,--,,"Dec 19, 1987"
Nicolle Caliari,"5' 3""",125 lbs.,"62""",Orthodox,"Nov 04, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 3""",125 lbs.,"62""",Orthodox,"Nov 04, 1996"
Taylor Callens,"5' 10""",155 lbs.,--,,"May 21, 1991",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",155 lbs.,--,,"May 21, 1991"
Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987"
Joe Camacho,"5' 9""",155 lbs.,--,Orthodox,"Mar 10, 1972",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,--,Orthodox,"Mar 10, 1972"
Frank Camacho,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989",True,https://en.wikipedia.org/wiki/Frank_Camacho,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Frank Camacho,Franklin Beldad Camacho,,"Hagåtña, Guam",Mariana,,,"Welterweight (2014, 2016–2018) Lightweight (2005–2016, 2017, 2019–present)",,,"Wrestling, Boxing, Brazilian Jiu-Jitsu",Spike 22 Purebred Jiu-Jitsu Trench Tech,,Brown belt in Brazilian Jiu-Jitsu under Steve Roberto,2005–present,"Saipan, Northern Mariana Islands",17,2,3,6,2,2,,,22114,Frank Camacho,,,,,,The Crank,,,,,,,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989"
Lucas Camacho,"6' 4""",265 lbs.,"80""",Orthodox,"Dec 15, 1992",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 4""",265 lbs.,"80""",Orthodox,"Dec 15, 1992"
